,Investor Type,Years Forecasted,Initial Investment,Final Value
7181,conservative_investor,44,1600806,19957034
7182,nervous_investor,18,108226,338044
7183,nervous_investor,31,366012,2632704
7184,aggressive_investor,43,453408,12108528
7185,aggressive_investor,40,1991823,52079976
7186,nervous_investor,42,179829,2567824
7187,moderate_investor,24,663359,3815294
7188,moderate_investor,43,71887,1726814
7189,conservative_investor,41,1525735,17690076
7190,moderate_investor,14,903877,2519071
7191,conservative_investor,37,808785,7175264
7192,aggressive_investor,15,847456,2614018
7193,conservative_investor,38,412758,3538704
7194,conservative_investor,23,686057,2561717
7195,nervous_investor,13,1958602,3221245
7196,nervous_investor,11,614966,1137003
7197,moderate_investor,46,1558184,50486442
7198,moderate_investor,50,528085,22840007
7199,conservative_investor,31,1619369,9812436
7200,nervous_investor,14,178611,361283
7201,nervous_investor,10,23081,44508
7202,nervous_investor,40,717822,12516043
7203,aggressive_investor,21,1500747,6866655
7204,conservative_investor,41,1576193,16950330
7205,aggressive_investor,46,1491687,53584623
7206,conservative_investor,15,1050919,2390477
7207,aggressive_investor,29,1972162,20017741
7208,nervous_investor,47,634673,13543591
7209,aggressive_investor,44,570454,17688352
7210,nervous_investor,16,632366,1674318
7211,moderate_investor,41,1037373,24392218
7212,nervous_investor,17,730958,1671880
7213,nervous_investor,29,155385,1107270
7214,moderate_investor,12,231287,545327
7215,nervous_investor,49,270489,5400535
7216,nervous_investor,23,1632723,5733563
7217,aggressive_investor,37,997028,27187869
7218,aggressive_investor,35,1531539,26402896
7219,aggressive_investor,33,1611971,21349966
7220,moderate_investor,34,278113,3857888
7221,nervous_investor,20,407976,1323778
7222,aggressive_investor,48,1853488,79610687
7223,moderate_investor,13,1279953,3594139
7224,conservative_investor,43,1145935,14408373
7225,aggressive_investor,40,358570,9245617
7226,aggressive_investor,20,1666150,8151983
7227,moderate_investor,46,253877,7569555
7228,conservative_investor,44,979316,12407733
7229,aggressive_investor,26,1481220,9840208
7230,moderate_investor,29,680374,6628168
7231,aggressive_investor,15,1492939,5093550
7232,aggressive_investor,15,1012199,3113188
7233,conservative_investor,27,1049551,5083342
7234,moderate_investor,45,1422984,42886520
7235,moderate_investor,20,1174974,5140417
7236,conservative_investor,42,1187098,14364340
7237,nervous_investor,36,1592561,16240912
7238,aggressive_investor,40,1000086,21262091
7239,conservative_investor,50,1214376,21711342
7240,nervous_investor,34,1838236,16613578
7241,conservative_investor,30,1893849,11650711
7242,aggressive_investor,24,709369,4627312
7243,nervous_investor,48,746428,23459197
7244,conservative_investor,18,1254643,3436590
7245,nervous_investor,49,395404,6456405
7246,conservative_investor,26,1173106,5180898
7247,nervous_investor,17,1232964,3072481
7248,nervous_investor,46,51831,588941
7249,conservative_investor,35,964626,7379359
7250,nervous_investor,14,862207,2046306
7251,conservative_investor,27,331292,1708461
7252,nervous_investor,32,197686,1225169
7253,moderate_investor,32,1225310,13997596
7254,moderate_investor,35,72756,906232
7255,moderate_investor,36,45224,694121
7256,aggressive_investor,30,1925889,21131966
7257,nervous_investor,16,437607,1189833
7258,nervous_investor,29,1333936,8835404
7259,moderate_investor,32,313062,3702119
7260,conservative_investor,32,1028123,6310420
7261,nervous_investor,19,334780,1064761
7262,conservative_investor,27,696479,3388682
7263,nervous_investor,32,1433345,7542464
7264,nervous_investor,23,922511,4162577
7265,moderate_investor,26,315756,1959353
7266,nervous_investor,36,1577705,14921659
7267,nervous_investor,32,1570759,10656625
7268,moderate_investor,18,1039752,3994948
7269,conservative_investor,41,808392,8886423
7270,conservative_investor,38,146409,1282448
7271,aggressive_investor,18,423661,1835232
7272,conservative_investor,33,601217,4121199
7273,nervous_investor,29,1795015,10258315
7274,conservative_investor,50,15466,294541
7275,nervous_investor,31,114791,826006
7276,conservative_investor,25,1603229,7154855
7277,nervous_investor,27,1078120,5833460
7278,nervous_investor,19,1345981,4240228
7279,aggressive_investor,50,1812570,82008748
7280,aggressive_investor,15,240602,707056
7281,aggressive_investor,15,1359666,3924047
7282,moderate_investor,32,1757385,20951596
7283,moderate_investor,40,456612,9364808
7284,nervous_investor,25,1447735,5946946
7285,conservative_investor,49,862456,14523025
7286,conservative_investor,38,1369461,11619390
7287,nervous_investor,29,143893,774643
7288,nervous_investor,35,1391159,8547709
7289,nervous_investor,44,167147,2032449
7290,conservative_investor,32,633345,3872172
7291,moderate_investor,31,1990491,21201174
7292,aggressive_investor,35,1098154,19120023
7293,moderate_investor,15,578297,1737993
7294,conservative_investor,23,1564130,6078707
7295,nervous_investor,50,1010449,21601892
7296,conservative_investor,33,1693390,11276856
7297,conservative_investor,18,1551861,4007831
7298,nervous_investor,21,454068,1495760
7299,nervous_investor,43,1773253,16467756
7300,nervous_investor,50,442166,7854843
7301,aggressive_investor,26,628935,4874915
7302,moderate_investor,48,1387571,51851997
7303,moderate_investor,28,640549,5311495
7304,moderate_investor,36,999624,16838202
7305,conservative_investor,11,144378,273500
7306,nervous_investor,47,1771358,28467675
7307,nervous_investor,21,704229,1964805
7308,conservative_investor,34,447444,3136255
7309,nervous_investor,31,1540444,8562855
7310,aggressive_investor,29,463961,4739532
7311,conservative_investor,42,104178,1298062
7312,conservative_investor,15,497898,1171123
7313,nervous_investor,21,1245438,4133870
7314,moderate_investor,50,56245,2108282
7315,nervous_investor,26,1246466,5946950
7316,conservative_investor,17,188010,521477
7317,conservative_investor,14,280033,626408
7318,nervous_investor,30,714799,4263605
7319,aggressive_investor,49,113856,5475321
7320,conservative_investor,20,247664,792119
7321,conservative_investor,24,284865,1185516
7322,moderate_investor,28,476599,3793942
7323,aggressive_investor,34,538115,8729876
7324,conservative_investor,48,1380278,20282142
7325,conservative_investor,48,676668,10124379
7326,conservative_investor,25,837696,3679279
7327,moderate_investor,28,1764228,14414219
7328,aggressive_investor,10,1135102,2368309
7329,aggressive_investor,29,37009,370268
7330,aggressive_investor,25,1494974,8478732
7331,moderate_investor,46,815403,24368786
7332,nervous_investor,47,412334,7910099
7333,conservative_investor,46,293426,4188853
7334,aggressive_investor,50,719155,47648134
7335,aggressive_investor,16,1885835,6791936
7336,conservative_investor,41,1834257,19734393
7337,conservative_investor,47,787636,12609385
7338,nervous_investor,24,131552,678587
7339,aggressive_investor,35,1708031,25872182
7340,conservative_investor,43,1841025,21461302
7341,aggressive_investor,48,1418936,58302721
7342,nervous_investor,33,1423023,10475381
7343,nervous_investor,50,1829451,41838192
7344,aggressive_investor,37,630327,9410416
7345,aggressive_investor,16,1375639,4678579
7346,moderate_investor,10,114673,249434
7347,conservative_investor,15,1925083,4611259
7348,aggressive_investor,16,1263053,3906476
7349,moderate_investor,44,1798770,50979802
7350,nervous_investor,48,559133,9451323
7351,conservative_investor,13,1790917,3761705
7352,moderate_investor,33,1927137,22336380
7353,conservative_investor,50,1257635,23536109
7354,moderate_investor,36,1352351,20464216
7355,aggressive_investor,48,705496,32784237
7356,conservative_investor,35,936740,7018441
7357,conservative_investor,47,1584019,24719904
7358,moderate_investor,35,127605,1835056
7359,conservative_investor,11,852032,1559589
7360,aggressive_investor,14,603208,1727824
7361,moderate_investor,27,1412227,11349937
7362,nervous_investor,38,706746,10410581
7363,nervous_investor,35,655868,5707274
7364,nervous_investor,27,1645125,8803206
7365,conservative_investor,36,1959487,14982201
7366,aggressive_investor,14,1303775,3657370
7367,aggressive_investor,47,1261242,53385616
7368,nervous_investor,13,570257,1054497
7369,conservative_investor,39,1851006,18246838
7370,conservative_investor,40,1153902,11250692
7371,conservative_investor,42,865685,10278439
7372,moderate_investor,29,1430064,13368709
7373,aggressive_investor,24,1975453,13523639
7374,aggressive_investor,30,272684,2807031
7375,nervous_investor,19,1574343,5532833
7376,moderate_investor,10,253649,577754
7377,conservative_investor,17,1027750,2719018
7378,aggressive_investor,11,1764539,3919364
7379,nervous_investor,19,1698568,4813076
7380,aggressive_investor,50,181012,10822766
7381,conservative_investor,42,274608,3239229
7382,moderate_investor,48,470988,17106650
7383,nervous_investor,33,696633,4395231
7384,conservative_investor,12,1754572,3457112
7385,conservative_investor,29,1722052,9193302
7386,aggressive_investor,23,1390855,8031948
7387,moderate_investor,16,146543,507985
7388,nervous_investor,23,372819,1488966
7389,nervous_investor,49,582347,17026097
7390,conservative_investor,39,240735,2253382
7391,conservative_investor,49,1980353,34263897
7392,nervous_investor,38,1798241,18126418
7393,nervous_investor,31,210298,1314031
7394,conservative_investor,23,660868,2407316
7395,aggressive_investor,20,576333,3068524
7396,moderate_investor,19,543124,2177280
7397,nervous_investor,14,700870,1604172
7398,moderate_investor,45,236481,7210155
7399,aggressive_investor,36,437112,7431292
7400,conservative_investor,45,348731,4409468
7401,moderate_investor,20,382514,1749840
7402,conservative_investor,25,824130,3559677
7403,conservative_investor,32,1002520,6605711
7404,moderate_investor,24,560084,3270413
7405,conservative_investor,48,972452,15920904
7406,conservative_investor,14,232556,502770
7407,aggressive_investor,38,460719,8217743
7408,conservative_investor,28,1964856,9379401
7409,nervous_investor,22,1135107,3368428
7410,conservative_investor,47,356657,5523182
7411,moderate_investor,17,628589,2295873
7412,conservative_investor,44,1394281,18163377
7413,conservative_investor,26,1140576,5164475
7414,nervous_investor,15,689221,1665237
7415,nervous_investor,47,1771916,29550855
7416,nervous_investor,47,1591689,26863986
7417,nervous_investor,30,1775534,11318719
7418,nervous_investor,18,169337,497719
7419,moderate_investor,50,1732355,78600598
7420,moderate_investor,50,1116578,44432023
7421,moderate_investor,42,902023,20491207
7422,conservative_investor,47,998172,13831330
7423,conservative_investor,41,140808,1645896
7424,moderate_investor,49,887360,33328634
7425,aggressive_investor,35,463202,6351732
7426,conservative_investor,18,605325,1631556
7427,conservative_investor,32,45458,293882
7428,moderate_investor,48,839551,28573190
7429,nervous_investor,15,172505,434625
7430,nervous_investor,44,198302,2769937
7431,conservative_investor,35,344757,2713097
7432,aggressive_investor,41,1117690,30271339
7433,nervous_investor,35,247675,1731788
7434,nervous_investor,16,623360,1652422
7435,conservative_investor,24,1645964,6390323
7436,nervous_investor,49,1369102,34824088
7437,aggressive_investor,16,1983334,7273502
7438,nervous_investor,39,1539725,17731735
7439,moderate_investor,48,452519,17543182
7440,conservative_investor,44,1202835,15030209
7441,conservative_investor,10,434865,791104
7442,moderate_investor,43,1947388,52101801
7443,nervous_investor,50,474596,9680170
7444,moderate_investor,44,1444248,44561198
7445,moderate_investor,35,786110,10155498
7446,conservative_investor,30,1023699,5669675
7447,nervous_investor,15,358177,806986
7448,nervous_investor,31,1920513,10470135
7449,conservative_investor,37,1306387,10925668
7450,conservative_investor,50,280850,5366782
7451,conservative_investor,26,655335,3024283
7452,moderate_investor,21,1657353,8289713
7453,aggressive_investor,18,1973529,7835465
7454,moderate_investor,44,125738,2885032
7455,moderate_investor,14,1176994,3695019
7456,nervous_investor,40,563643,6349380
7457,nervous_investor,11,683419,1364659
7458,conservative_investor,15,731449,1721352
7459,aggressive_investor,28,1677116,17744404
7460,moderate_investor,16,1542983,4635967
7461,conservative_investor,21,857400,2842267
7462,moderate_investor,45,1233948,42307231
7463,moderate_investor,14,826401,2314748
7464,moderate_investor,14,1349951,4025468
7465,conservative_investor,35,1988088,15609256
7466,conservative_investor,26,160086,676999
7467,aggressive_investor,18,353135,1401400
7468,nervous_investor,32,438075,3033266
7469,aggressive_investor,24,1644832,11881999
7470,aggressive_investor,29,791810,7799861
7471,nervous_investor,28,1464809,6844640
7472,aggressive_investor,11,351614,800564
7473,aggressive_investor,34,1961819,27761660
7474,aggressive_investor,43,1925567,48072246
7475,conservative_investor,10,936819,1692354
7476,conservative_investor,47,835219,12969585
7477,aggressive_investor,16,1230881,3930953
7478,nervous_investor,43,212120,3198155
7479,nervous_investor,49,1670764,39583663
7480,aggressive_investor,40,264630,5946408
7481,conservative_investor,32,201567,1298548
7482,moderate_investor,45,70543,2125632
7483,aggressive_investor,16,1871747,6231486
7484,conservative_investor,45,691909,8791258
7485,conservative_investor,26,1327924,6117705
7486,nervous_investor,20,1583672,4781208
7487,conservative_investor,31,1210151,7668096
7488,moderate_investor,28,824720,6590688
7489,conservative_investor,15,1472732,3531214
7490,moderate_investor,19,1470392,6050599
7491,conservative_investor,39,981669,9636796
7492,moderate_investor,28,111353,842803
7493,aggressive_investor,26,114560,754062
7494,moderate_investor,33,1804852,22777430
7495,moderate_investor,32,94801,1016565
7496,moderate_investor,12,802373,1787165
7497,nervous_investor,26,526538,2181013
7498,moderate_investor,34,1379373,15956944
7499,nervous_investor,44,1310730,19778111
7500,moderate_investor,17,255811,860542
7501,nervous_investor,47,387020,6419519
7502,conservative_investor,32,1156040,7951765
7503,conservative_investor,17,523048,1381229
7504,aggressive_investor,27,895883,8119357
7505,nervous_investor,29,1021183,4446474
7506,aggressive_investor,31,89458,1029879
7507,moderate_investor,49,918994,40135085
7508,conservative_investor,50,943817,16832047
7509,conservative_investor,27,1834700,8111074
7510,nervous_investor,21,1576005,5629581
7511,conservative_investor,44,252146,3146622
7512,nervous_investor,43,1046709,12555177
7513,moderate_investor,11,799646,1781291
7514,conservative_investor,15,1086473,2589961
7515,aggressive_investor,10,351763,793659
7516,nervous_investor,14,695127,1155563
7517,conservative_investor,38,999610,8843654
7518,conservative_investor,35,1772564,13089118
7519,conservative_investor,10,175243,302450
7520,aggressive_investor,14,336261,1045172
7521,aggressive_investor,40,540638,11211700
7522,moderate_investor,29,202072,1777460
7523,nervous_investor,14,160186,347173
7524,moderate_investor,33,1263019,14538879
7525,nervous_investor,41,1688600,20332275
7526,moderate_investor,25,460889,2837360
7527,moderate_investor,46,586598,19322332
7528,moderate_investor,16,1469470,5324107
7529,moderate_investor,22,1768631,9174468
7530,conservative_investor,26,1730241,7655906
7531,conservative_investor,11,369400,689218
7532,aggressive_investor,40,1152202,25254860
7533,aggressive_investor,14,1019705,2512312
7534,moderate_investor,31,1455526,14359977
7535,moderate_investor,48,1781988,79174492
7536,conservative_investor,47,821646,12186704
7537,moderate_investor,44,1816308,45815606
7538,nervous_investor,13,1961767,3895817
7539,nervous_investor,44,411705,5826954
7540,conservative_investor,45,590238,8205271
7541,nervous_investor,42,282684,4415268
7542,conservative_investor,46,1072151,15556107
7543,conservative_investor,16,1495071,3683914
7544,conservative_investor,43,462329,4973816
7545,aggressive_investor,45,627043,19297842
7546,nervous_investor,47,1224793,24987419
7547,moderate_investor,37,360462,5903682
7548,conservative_investor,40,821802,8751243
7549,aggressive_investor,10,1300368,2868991
7550,moderate_investor,30,1754040,16626837
7551,aggressive_investor,11,98473,232945
7552,moderate_investor,26,1185653,9545946
7553,nervous_investor,13,1570949,2913887
7554,nervous_investor,28,784875,3825218
7555,aggressive_investor,45,1392947,53663717
7556,conservative_investor,24,1502112,5713476
7557,nervous_investor,36,514923,4089549
7558,nervous_investor,37,178082,1713191
7559,moderate_investor,38,921548,15172955
7560,moderate_investor,22,1512488,7904044
7561,nervous_investor,19,1878918,5756655
7562,aggressive_investor,34,806375,9903945
7563,aggressive_investor,31,1270834,15169561
7564,conservative_investor,42,1226320,15107818
7565,conservative_investor,19,1487552,4333964
7566,nervous_investor,45,936138,16695565
7567,aggressive_investor,31,1266889,13709823
7568,conservative_investor,24,571249,2190386
7569,aggressive_investor,30,220074,2804437
7570,aggressive_investor,38,1532093,27336003
7571,nervous_investor,17,1388295,3580378
7572,conservative_investor,50,70335,1345798
7573,nervous_investor,17,1569536,4524805
7574,aggressive_investor,30,416161,4325440
7575,moderate_investor,33,447488,5205281
7576,moderate_investor,29,1569463,14882061
7577,aggressive_investor,16,998005,3222762
7578,aggressive_investor,21,602291,3045911
7579,conservative_investor,42,164935,1877413
7580,conservative_investor,18,325636,896052
7581,moderate_investor,49,1148803,46345431
7582,conservative_investor,29,401626,2078592
7583,aggressive_investor,28,856456,8122350
7584,conservative_investor,49,1916762,31744200
7585,aggressive_investor,42,1759399,47133056
7586,conservative_investor,42,281197,3343513
7587,aggressive_investor,10,909882,1928827
7588,moderate_investor,41,25381,526568
7589,aggressive_investor,20,144760,804846
7590,aggressive_investor,41,835424,18995046
7591,moderate_investor,23,326720,1877651
7592,conservative_investor,16,1580121,4068724
7593,moderate_investor,42,466852,9498427
7594,conservative_investor,17,966977,2308730
7595,nervous_investor,41,1801404,20905104
7596,aggressive_investor,18,1692058,7116866
7597,nervous_investor,33,1195991,8614428
7598,nervous_investor,27,1620753,8574346
7599,aggressive_investor,39,1206338,25640561
7600,conservative_investor,18,578786,1632622
7601,moderate_investor,25,1695544,11773614
7602,nervous_investor,35,176344,1197105
7603,nervous_investor,36,1103764,12079242
7604,nervous_investor,22,1871029,6763837
7605,moderate_investor,49,776999,33172197
7606,moderate_investor,47,14509,528039
7607,nervous_investor,16,1281487,3132399
7608,conservative_investor,45,770922,10797124
7609,nervous_investor,19,1360874,3081764
7610,moderate_investor,36,1713811,24241897
7611,moderate_investor,19,66436,279459
7612,aggressive_investor,29,529300,4611977
7613,moderate_investor,17,279517,1013238
7614,moderate_investor,45,295966,8693399
7615,nervous_investor,26,1827565,7355622
7616,moderate_investor,12,1227296,3012817
7617,nervous_investor,23,250668,890484
7618,moderate_investor,44,168807,4766485
7619,nervous_investor,31,940998,5478275
7620,aggressive_investor,19,1495538,6518737
7621,moderate_investor,13,1193729,3245504
7622,nervous_investor,10,1823178,3020331
7623,aggressive_investor,17,512278,2252767
7624,aggressive_investor,28,1038657,8851099
7625,conservative_investor,19,483034,1549103
7626,aggressive_investor,43,544113,14409811
7627,conservative_investor,13,1068073,2250991
7628,aggressive_investor,37,1879501,32906041
7629,nervous_investor,34,1493424,12515359
7630,nervous_investor,36,1675957,16010824
7631,moderate_investor,11,889404,2180311
7632,conservative_investor,45,1944213,27544131
7633,conservative_investor,45,1059751,14191545
7634,moderate_investor,38,700255,12215139
7635,aggressive_investor,47,1251160,43571749
7636,conservative_investor,11,1222144,2307922
7637,moderate_investor,29,64486,541552
7638,moderate_investor,47,171773,6041666
7639,aggressive_investor,28,1838176,17083568
7640,nervous_investor,10,1890862,3994050
7641,conservative_investor,27,358445,1690439
7642,nervous_investor,43,843958,8740152
7643,moderate_investor,39,1140674,21098765
7644,conservative_investor,50,133122,2415370
7645,moderate_investor,47,532945,19179128
7646,conservative_investor,34,929383,6656726
7647,conservative_investor,14,601235,1354822
7648,moderate_investor,24,1784268,10365531
7649,conservative_investor,15,616151,1419433
7650,moderate_investor,29,1936818,15599491
7651,conservative_investor,44,553499,7499220
7652,conservative_investor,22,1765129,6357267
7653,nervous_investor,14,1179507,2634873
7654,moderate_investor,42,405446,10149072
7655,nervous_investor,49,22349,327188
7656,moderate_investor,37,1587056,22231171
7657,nervous_investor,49,1612825,43877541
7658,moderate_investor,21,186481,888076
7659,nervous_investor,18,542200,1754030
7660,moderate_investor,18,632861,2429539
7661,aggressive_investor,19,1816201,8248645
7662,aggressive_investor,47,1998482,75892181
7663,conservative_investor,32,448265,2757950
7664,aggressive_investor,36,1775475,35499390
7665,conservative_investor,41,1686271,17034184
7666,aggressive_investor,25,1862412,13395908
7667,moderate_investor,25,991277,7003709
7668,moderate_investor,23,561233,3336863
7669,moderate_investor,21,1272718,6385795
7670,nervous_investor,19,14083,43613
7671,aggressive_investor,36,571521,9606389
7672,nervous_investor,32,1890649,8650104
7673,conservative_investor,23,187516,706007
7674,aggressive_investor,46,1191659,47289249
7675,aggressive_investor,27,1771129,13846732
7676,conservative_investor,26,748743,3242986
7677,moderate_investor,44,129262,3635421
7678,nervous_investor,42,1852299,20202565
7679,conservative_investor,35,1686302,12720784
7680,aggressive_investor,50,1985996,115605969
7681,moderate_investor,48,1074213,44315417
7682,nervous_investor,41,1820451,17569201
7683,conservative_investor,16,1304995,3407236
7684,aggressive_investor,42,1679308,57344070
7685,moderate_investor,23,1460802,8585172
7686,nervous_investor,46,216971,3754574
7687,moderate_investor,35,1328542,18711489
7688,aggressive_investor,35,1024264,16755258
7689,conservative_investor,38,895358,7776997
7690,nervous_investor,38,1772727,16579137
7691,conservative_investor,22,1653113,6045511
7692,moderate_investor,18,1207039,4883118
7693,moderate_investor,38,635972,10031224
7694,nervous_investor,33,1365461,10467782
7695,conservative_investor,35,518049,4070416
7696,nervous_investor,49,1642065,30908057
7697,conservative_investor,48,1581952,24517258
7698,aggressive_investor,26,318139,2505821
7699,nervous_investor,25,1566729,7151240
7700,moderate_investor,10,542950,1155890
7701,moderate_investor,21,1767271,8665249
7702,aggressive_investor,21,1239507,5518989
7703,nervous_investor,18,126863,393845
7704,aggressive_investor,16,835653,2960631
7705,aggressive_investor,49,814105,35360950
7706,nervous_investor,39,1264878,15085342
7707,aggressive_investor,44,823528,25073895
7708,nervous_investor,29,998101,8014845
7709,nervous_investor,39,1034027,15556524
7710,moderate_investor,16,1755548,6163217
7711,aggressive_investor,36,253762,4199917
7712,conservative_investor,40,936779,10017733
7713,nervous_investor,10,1061758,2050283
7714,moderate_investor,39,1019462,18668474
7715,moderate_investor,11,1437417,3168570
7716,moderate_investor,44,815078,20951983
7717,nervous_investor,22,1527369,5213964
7718,nervous_investor,37,32104,305894
7719,nervous_investor,30,220979,1299425
7720,aggressive_investor,22,1901169,9967054
7721,nervous_investor,30,482748,2643879
7722,aggressive_investor,12,1037627,2265918
7723,aggressive_investor,41,391050,9237806
7724,nervous_investor,11,1807858,3251663
7725,conservative_investor,30,222663,1352595
7726,moderate_investor,17,850061,3181254
7727,moderate_investor,20,1303651,6125903
7728,conservative_investor,37,1400211,11234596
7729,moderate_investor,17,332343,1171078
7730,conservative_investor,19,1194851,3568569
7731,moderate_investor,24,1247409,7309823
7732,aggressive_investor,39,1799663,35720135
7733,moderate_investor,23,747097,4151883
7734,nervous_investor,19,82213,358726
7735,nervous_investor,16,1988868,4079030
7736,nervous_investor,37,1158548,9564081
7737,moderate_investor,14,1509592,4278320
7738,nervous_investor,15,1994818,4059139
7739,conservative_investor,36,1969948,15790181
7740,moderate_investor,22,1549069,7979504
7741,moderate_investor,50,133229,6668750
7742,moderate_investor,23,1017462,5272975
7743,nervous_investor,18,1985199,4673959
7744,aggressive_investor,49,880688,36386907
7745,aggressive_investor,25,337647,2372620
7746,nervous_investor,34,1623239,14127856
7747,moderate_investor,31,20196,197919
7748,aggressive_investor,48,1762283,77328689
7749,moderate_investor,30,1816435,16949795
7750,nervous_investor,20,381062,1235056
7751,moderate_investor,21,1776331,8601780
7752,nervous_investor,16,767110,1718368
7753,conservative_investor,50,265214,5163832
7754,aggressive_investor,41,1310692,29309114
7755,aggressive_investor,40,1090200,27710272
7756,aggressive_investor,41,439834,11365030
7757,aggressive_investor,22,765415,3623224
7758,aggressive_investor,48,44804,2011851
7759,conservative_investor,21,1560943,5509938
7760,nervous_investor,10,844686,1393902
7761,conservative_investor,13,256129,543923
7762,aggressive_investor,37,96725,1888769
7763,nervous_investor,40,1125323,15908810
7764,conservative_investor,12,161108,324308
7765,moderate_investor,47,664916,21837106
7766,moderate_investor,13,1327780,3548068
7767,moderate_investor,36,697816,10902749
7768,moderate_investor,39,1750172,35349659
7769,aggressive_investor,27,1171700,9171292
7770,nervous_investor,14,1866546,3995967
7771,conservative_investor,38,30664,291413
7772,aggressive_investor,27,826479,5997275
7773,moderate_investor,38,1297886,20699134
7774,conservative_investor,23,1340032,5044731
7775,aggressive_investor,32,1046410,11472606
7776,moderate_investor,20,1190617,5388865
7777,aggressive_investor,37,222622,3759199
7778,aggressive_investor,28,888522,7511807
7779,aggressive_investor,46,342088,13501350
7780,conservative_investor,46,125222,1639436
7781,conservative_investor,35,1196461,8961469
7782,nervous_investor,24,724217,2696259
7783,conservative_investor,35,56652,433900
7784,moderate_investor,38,606040,9923089
7785,nervous_investor,15,826155,2262299
7786,nervous_investor,28,808831,5843199
7787,conservative_investor,44,877052,10945394
7788,nervous_investor,29,503983,2619295
7789,moderate_investor,14,1780080,5264052
7790,nervous_investor,34,71436,549529
7791,aggressive_investor,46,1478984,50338176
7792,moderate_investor,33,1583926,18511778
7793,conservative_investor,47,1433082,21846275
7794,moderate_investor,49,1924287,72897608
7795,aggressive_investor,10,866709,2113873
7796,aggressive_investor,33,1630958,19963622
7797,aggressive_investor,17,1822833,6151966
7798,conservative_investor,14,1636028,3690540
7799,moderate_investor,36,1251754,20557575
7800,aggressive_investor,18,61436,271011
7801,nervous_investor,14,227074,510627
7802,aggressive_investor,30,545086,5892400
7803,aggressive_investor,36,1464981,24970762
7804,aggressive_investor,13,1937504,5157750
7805,nervous_investor,19,403268,1485729
7806,conservative_investor,13,1833029,3882948
7807,conservative_investor,42,1352458,15465592
7808,conservative_investor,13,1950009,4321093
7809,moderate_investor,35,910602,12244611
7810,conservative_investor,36,1751317,13326116
7811,moderate_investor,32,1920598,23753706
7812,moderate_investor,47,203770,7711960
7813,conservative_investor,24,1536914,5682520
7814,nervous_investor,40,1716209,17585317
7815,aggressive_investor,22,1575243,8873463
7816,conservative_investor,21,217524,727604
7817,nervous_investor,30,474824,3173265
7818,moderate_investor,17,1903663,6578921
7819,moderate_investor,10,1460324,3104291
7820,conservative_investor,32,784427,5221927
7821,nervous_investor,38,579203,6443043
7822,conservative_investor,29,480790,2731535
7823,nervous_investor,46,1313241,17066983
7824,aggressive_investor,48,1578986,60237501
7825,moderate_investor,12,1992459,4757144
7826,nervous_investor,25,1967570,6315835
7827,aggressive_investor,28,1013941,8568448
7828,moderate_investor,10,1338639,2773619
7829,moderate_investor,25,1916917,13358921
7830,nervous_investor,14,629635,1400417
7831,nervous_investor,27,174886,708604
7832,nervous_investor,18,375080,1067269
7833,conservative_investor,45,235097,3145378
7834,conservative_investor,38,1985311,18103864
7835,aggressive_investor,36,1702790,32189643
7836,aggressive_investor,33,692048,9465701
7837,nervous_investor,29,373676,2542575
7838,conservative_investor,36,1595764,13111038
7839,conservative_investor,16,715229,1791852
7840,conservative_investor,14,367106,809581
7841,aggressive_investor,37,814169,16048265
7842,conservative_investor,48,1515554,22184784
7843,nervous_investor,25,1473333,6706612
7844,aggressive_investor,17,1361412,4941933
7845,conservative_investor,25,145542,613413
7846,nervous_investor,14,1656386,3528508
7847,aggressive_investor,38,1966676,47735378
7848,moderate_investor,18,852482,3348516
7849,conservative_investor,45,1340025,17041479
7850,moderate_investor,16,1107189,4098177
7851,moderate_investor,36,1796122,27576776
7852,moderate_investor,26,696566,5275760
7853,moderate_investor,21,656721,3199708
7854,conservative_investor,32,1537258,9985390
7855,nervous_investor,34,1397921,10625245
7856,aggressive_investor,44,384855,10904461
7857,aggressive_investor,36,1925965,37748420
7858,nervous_investor,11,1772020,2789898
7859,conservative_investor,49,777614,12531695
7860,conservative_investor,15,68384,157138
7861,nervous_investor,20,52411,187178
7862,aggressive_investor,45,298326,10009094
7863,conservative_investor,17,496365,1353806
7864,conservative_investor,40,588655,6070497
7865,nervous_investor,48,199139,3684927
7866,aggressive_investor,37,1139417,19124145
7867,aggressive_investor,47,1104061,39116915
7868,conservative_investor,30,1524012,8029846
7869,conservative_investor,23,1935183,8058312
7870,conservative_investor,44,1965660,24357613
7871,nervous_investor,41,995475,8606073
7872,conservative_investor,13,1472962,3228269
7873,moderate_investor,32,434678,4794164
7874,nervous_investor,31,775395,3031680
7875,aggressive_investor,32,1348637,19913884
7876,aggressive_investor,35,1924579,32780025
7877,nervous_investor,26,1015740,4246913
7878,aggressive_investor,29,427680,4656487
7879,conservative_investor,46,1030372,16146388
7880,nervous_investor,25,459459,1786050
7881,moderate_investor,49,694322,24493154
7882,moderate_investor,33,1918814,21364206
7883,moderate_investor,16,1802061,6111824
7884,moderate_investor,23,966365,5176520
7885,nervous_investor,15,1598525,3667821
7886,aggressive_investor,19,810776,3708258
7887,aggressive_investor,17,366229,1434998
7888,nervous_investor,50,308115,7574946
7889,aggressive_investor,40,1987233,48841534
7890,moderate_investor,49,1706732,72081317
7891,conservative_investor,47,1008699,15108909
7892,moderate_investor,48,626863,21559578
